code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,n_assessments_early,mean_score_early,weighted_mean_score_early,final_coursework_score,total_clicks_early,active_days_early,clicks_dataplus,clicks_dualpane,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_htmlactivity,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_sharedsubpage,clicks_subpage,clicks_url,submission_rate_early,refs_forumng,macro_stats,clicks_freq_init
BBB,2014J,F,Wales,Lower Than A Level,30-40%,0-35,3,60,N,Pass,-52.0,,262,2.0,36.5,72.0,76.85,650,31,0.0,0.0,0.0,211.0,,147.0,0.0,11.0,208.0,0.0,0.0,0.0,0.0,39.0,0.0,18.0,0.0,7.0,2.0,0.3333333333,203.54242306675908,0.9969410626181848,low
BBB,2014J,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-67.0,,262,2.0,38.0,75.0,72.6,182,28,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2.0,96.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,5.0,0.0,0.3333333333,2.06277749141426,0.760645229986195,low
BBB,2014J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,-81.0,,262,2.0,77.5,55.0,66.45,194,18,0.0,0.0,0.0,12.0,0.0,82.0,0.0,11.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,5.0,1.0,0.3333333333,-1.9310285506884544,-1.4471676324919636,mid
BBB,2014J,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-128.0,156.0,262,1.0,100.0,,59.0,703,12,0.0,0.0,0.0,467.0,3.0,89.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,15.0,3.0,0.1666666667,456.34381475707175,0.0871983438312014,high
BBB,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-66.0,,262,2.0,87.0,74.0,80.65,110,10,0.0,0.0,0.0,27.0,0.0,28.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,0.0,1.0,0.0,0.3333333333,31.207163985872544,-1.5220432302085682,low
BBB,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-160.0,,262,2.0,79.0,58.0,58.0,133,21,0.0,0.0,0.0,24.0,0.0,51.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,23.0,0.0,0.3333333333,21.254989692799985,-1.5126901573508158,low
BBB,2014J,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-48.0,,262,2.0,80.0,60.0,67.45,1,1,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,-13.787543902323742,0.4607739085115924,low
BBB,2014J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,-57.0,,262,2.0,95.0,90.0,86.9,246,29,0.0,0.0,0.0,30.0,1.0,62.0,0.0,3.0,95.0,0.0,0.0,0.0,0.0,36.0,0.0,11.0,0.0,8.0,0.0,0.3333333333,32.964451352093235,-0.0517450580104437,low
BBB,2014J,F,Wales,Lower Than A Level,20-30%,0-35,1,60,N,Fail,-23.0,,262,2.0,42.5,84.0,66.66666667,551,33,440.9426559886958,0.0,0.0,65.0,,173.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,22.0,0.0,63.0,0.0,48.0,1.0,0.3333333333,48.35369299145118,-0.4515906034876444,mid
BBB,2014J,F,London Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,-73.0,153.0,262,2.0,75.5,51.0,50.33333333,286,16,0.0,0.0,0.0,21.0,,57.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,93.0,0.0,20.0,0.0,7.0,0.0,0.3333333333,26.384989680780407,-0.6095010601848431,low
BBB,2014J,F,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-155.0,,262,2.0,87.5,75.0,81.85,1578,83,0.0,0.0,0.0,393.0,,585.0,0.0,7.0,465.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,51.0,3.0,0.3333333333,393.45951293207736,0.5301240120205003,mid
BBB,2014J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-39.0,,262,2.0,93.0,86.0,76.3,317,18,0.0,0.0,,0.0,0.0,109.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,55.0,0.0,33.0,0.0,27.0,0.0,0.3333333333,-10.542933498956538,0.0088270834465168,low
BBB,2014J,F,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-48.0,,262,2.0,72.0,64.0,65.3,662,57,0.0,0.0,0.0,319.0,,234.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,20.0,2.0,0.3333333333,312.52280457776305,-0.3153675280248225,low
BBB,2014J,M,Scotland,Lower Than A Level,50-60%,35-55,1,60,N,Pass,-122.0,,262,2.0,87.5,75.0,72.2,556,27,0.0,0.0,0.0,1.0,,118.0,0.0,1.0,358.0,0.0,0.0,0.0,0.0,46.0,0.0,18.0,0.0,10.0,2.0,0.3333333333,-2.9255522320904106,0.5709348812199383,mid
BBB,2014J,M,Scotland,HE Qualification,10-20,35-55,0,60,N,Pass,-73.0,,262,2.0,39.5,78.0,81.9,309,22,0.0,0.0,0.0,47.0,0.0,82.0,0.0,1.0,111.0,0.0,0.0,0.0,0.0,44.0,0.0,10.0,0.0,10.0,4.0,0.3333333333,59.22884168171044,0.8985205816748308,mid
BBB,2014J,F,East Anglian Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-91.0,,262,2.0,30.0,59.0,63.5,467,13,0.0,0.0,0.0,19.0,0.0,75.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,219.0,0.0,24.0,0.0,9.0,1.0,0.3333333333,20.93009853791273,-0.672646218876583,low
BBB,2014J,F,Wales,HE Qualification,40-50%,35-55,0,60,N,Pass,-21.0,,262,2.0,84.0,68.0,68.55,305,21,0.0,0.0,0.0,40.0,6.0,48.0,0.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,21.0,0.0,0.3333333333,47.312526015364426,-1.391015274492778,mid
BBB,2014J,F,North Region,Lower Than A Level,20-30%,0-35,1,120,N,Pass,-81.0,,262,2.0,25.5,50.0,61.4,83,11,0.0,0.0,0.0,30.0,0.0,35.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333,30.61785879586102,0.608638814493193,low
BBB,2014J,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,-43.0,,262,2.0,87.5,75.0,67.75,143,14,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,24.0,0.0,0.3333333333,5.5889642528431045,-1.058134963366271,mid
BBB,2014J,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-52.0,157.0,262,2.0,77.0,54.0,54.0,172,22,417.2395951653827,0.0,0.0,0.0,0.0,47.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,10.0,0.0,0.3333333333,5.444890303097342,-1.5484351382077082,low
BBB,2014J,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,-35.0,,262,2.0,43.0,85.0,87.75,526,28,0.0,0.0,,152.0,,132.0,0.0,3.0,175.0,0.0,0.0,0.0,0.0,29.0,0.0,11.0,0.0,24.0,0.0,0.3333333333,159.19853965241265,-1.6624717264659536,mid
BBB,2014J,F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,-42.0,,262,2.0,82.0,64.0,33.69230769,40,3,0.0,0.0,0.0,2.0,0.0,15.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,0.3333333333,-0.948203718866699,0.1863619753033093,mid
BBB,2014J,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-84.0,,262,2.0,89.0,78.0,73.1,1053,47,0.0,0.0,,377.0,0.0,222.0,0.0,1.0,234.0,0.0,0.0,0.0,0.0,165.0,0.0,16.0,0.0,38.0,0.0,0.3333333333,362.1376534840669,1.1388621600977813,low
BBB,2014J,F,South Region,Lower Than A Level,50-60%,0-35,0,60,Y,Distinction,-131.0,,262,2.0,37.5,74.0,86.55,452,30,0.0,0.0,0.0,18.0,0.0,114.0,0.0,1.0,140.0,0.0,0.0,0.0,0.0,108.0,0.0,33.0,0.0,36.0,2.0,0.3333333333,18.2650268511257,-0.7299759679416056,low
BBB,2014J,F,South East Region,HE Qualification,80-90%,35-55,0,120,N,Distinction,-29.0,,262,2.0,85.0,70.0,79.4,579,23,0.0,0.0,0.0,132.0,,185.0,0.0,4.0,145.0,0.0,0.0,0.0,0.0,20.0,0.0,37.0,0.0,53.0,2.0,0.3333333333,120.82501336519417,-0.9510633679642632,high
BBB,2014J,F,Wales,A Level or Equivalent,60-70%,0-35,2,60,N,Fail,-122.0,,262,1.0,1.0,,64.18181818,203,13,0.0,0.0,0.0,0.0,1.0,57.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,55.0,0.0,10.0,0.0,3.0,0.0,0.1666666667,-3.4554299935890262,-1.1622020874453292,mid
BBB,2014J,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-53.0,,262,2.0,28.0,55.0,49.8,368,17,0.0,0.0,,0.0,1.0,69.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,85.0,0.0,17.0,0.0,28.0,5.0,0.3333333333,-8.693472515978389,0.3731259960377601,high
BBB,2014J,F,Wales,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-78.0,,262,2.0,32.5,64.0,74.8,1339,82,0.0,0.0,,606.0,3.0,397.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,91.0,0.0,20.0,0.0,45.0,3.0,0.3333333333,591.1846047932625,1.6588307735070642,low
BBB,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Pass,-81.0,,262,2.0,82.5,65.0,64.95,225,12,0.0,0.0,0.0,1.0,0.0,65.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,62.0,0.0,10.0,0.0,11.0,3.0,0.3333333333,9.486602694962816,-0.4512268843919548,low
BBB,2014J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-108.0,,262,2.0,48.0,95.0,66.95,395,26,0.0,0.0,0.0,18.0,,94.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,39.0,0.0,15.0,0.0,31.0,0.0,0.3333333333,25.70177568184764,-0.2955126308301891,mid
BBB,2014J,F,North Western Region,HE Qualification,0-10%,0-35,0,60,Y,Pass,-67.0,,262,2.0,79.0,58.0,50.85,160,14,0.0,0.0,0.0,10.0,2.0,35.0,0.0,1.0,85.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,5.0,2.0,0.3333333333,21.98148200255756,-0.8607595964254272,mid
BBB,2014J,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,-99.0,,262,2.0,85.0,70.0,71.0,435,35,0.0,0.0,,148.0,,117.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,37.0,0.0,12.0,0.0,6.0,1.0,0.3333333333,148.7490384473586,-1.1100679406252998,mid
BBB,2014J,F,London Region,Lower Than A Level,30-40%,0-35,0,180,N,Distinction,-17.0,,262,2.0,39.5,78.0,83.3,451,21,0.0,0.0,0.0,25.0,0.0,80.0,0.0,1.0,235.0,0.0,0.0,0.0,0.0,79.0,0.0,18.0,0.0,13.0,0.0,0.3333333333,22.93257563009469,1.69335949486648,low
BBB,2014J,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-128.0,,262,2.0,95.0,90.0,53.0,397,40,0.0,0.0,0.0,229.0,,105.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.3333333333,227.84052980139924,-1.2590352122644066,low
BBB,2014J,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-157.0,,262,2.0,83.5,67.0,63.4,95,16,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,15.0,1.0,0.3333333333,0.3534538172472843,2.2156638741400174,high
BBB,2014J,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,-122.0,,262,2.0,91.0,82.0,68.85,38,2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.3333333333,1.876611686903849,-0.40172835394488,low
BBB,2014J,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-162.0,,262,2.0,43.0,85.0,84.65,173,11,0.0,0.0,0.0,0.0,,48.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,0.0,15.0,0.0,0.3333333333,11.247891340625497,-0.7728590224046384,low
BBB,2014J,M,South West Region,Lower Than A Level,10-20,35-55,0,60,Y,Fail,-15.0,,262,2.0,72.5,45.0,39.5,330,26,0.0,0.0,,71.0,4.0,71.0,0.0,29.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,2.0,0.3333333333,71.32771985135547,1.416621241585878,low
BBB,2014J,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-65.0,,262,2.0,43.5,86.0,75.45,369,16,0.0,0.0,0.0,85.0,3.0,83.0,0.0,7.0,114.0,0.0,0.0,0.0,0.0,43.0,0.0,17.0,0.0,17.0,0.0,0.3333333333,88.17322243545685,0.4575443530230945,low
BBB,2014J,F,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-31.0,,262,2.0,84.5,69.0,66.33333333,143,16,0.0,0.0,,22.0,0.0,53.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,10.0,1.0,0.3333333333,21.47034883930696,-1.418354885505172,mid
BBB,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,1,60,Y,Pass,-30.0,,262,2.0,83.0,66.0,69.85,78,14,0.0,0.0,0.0,16.0,,30.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,1.0,0.3333333333,33.358613961309345,-1.1926594036897582,high
BBB,2014J,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-31.0,,262,2.0,87.0,74.0,87.4,160,8,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,43.0,0.0,16.0,0.0,7.0,1.0,0.3333333333,10.877675858585889,-1.777500009794717,mid
BBB,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-67.0,,262,2.0,42.0,83.0,77.1,752,29,0.0,0.0,0.0,33.0,,123.0,0.0,2.0,340.0,0.0,0.0,0.0,0.0,196.0,0.0,44.0,0.0,13.0,1.0,0.3333333333,29.547876034393703,-0.124720681590137,mid
BBB,2014J,F,South West Region,A Level or Equivalent,20-30%,35-55,1,60,N,Pass,-113.0,,262,2.0,91.5,83.0,79.8,82,7,0.0,0.0,,41.0,0.0,14.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.3333333333,43.885265299978585,0.3357733163738909,low
BBB,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,1,120,N,Pass,-81.0,,262,2.0,40.5,80.0,71.75,173,20,0.0,0.0,0.0,5.0,0.0,45.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,0.0,7.0,0.0,0.3333333333,-12.801412850369418,0.445270538341889,mid
BBB,2014J,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-58.0,153.0,262,2.0,43.5,86.0,84.66666667,192,15,0.0,0.0,0.0,2.0,0.0,31.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,60.0,0.0,16.0,0.0,9.0,1.0,0.3333333333,12.748767940930708,-0.4767630586302351,low
BBB,2014J,F,South Region,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,-128.0,,262,2.0,31.5,62.0,70.2,177,6,0.0,0.0,0.0,2.0,,24.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,36.0,0.0,20.0,0.0,7.0,0.0,0.3333333333,-1.6689499938960246,-0.168100195665947,low
BBB,2014J,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,-162.0,,262,2.0,96.0,92.0,85.75,392,18,0.0,0.0,0.0,97.0,1.0,79.0,0.0,4.0,95.0,0.0,0.0,0.0,0.0,74.0,0.0,19.0,0.0,22.0,1.0,0.3333333333,90.28099752379292,-1.0358900714365795,mid
BBB,2014J,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-81.0,,262,2.0,84.0,68.0,69.5,236,10,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,38.0,0.0,7.0,0.0,12.0,1.0,0.3333333333,-3.0910801835804973,-0.0130370622397807,high
BBB,2014J,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass,-24.0,,262,2.0,28.5,56.0,65.1,198,12,0.0,0.0,0.0,18.0,4.0,35.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,0.0,3.0,1.0,0.3333333333,17.588392421649377,-0.1230080111775609,low
BBB,2014J,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-31.0,,262,2.0,20.5,40.0,44.7,325,36,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,9.0,0.0,0.3333333333,-4.847207474799593,1.152919939771602,low
BBB,2014J,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-70.0,,262,2.0,81.5,63.0,57.8,411,34,0.0,0.0,0.0,10.0,0.0,108.0,0.0,2.0,152.0,0.0,0.0,0.0,0.0,81.0,0.0,31.0,0.0,21.0,6.0,0.3333333333,-2.647448110113869,0.0186190358989569,low
BBB,2014J,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-153.0,,262,2.0,87.0,74.0,68.15,106,7,0.0,0.0,0.0,18.0,,13.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,7.0,1.0,0.3333333333,13.002187404501678,-0.2605467688002529,mid
BBB,2014J,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-162.0,,262,2.0,39.0,77.0,81.46153846,675,44,0.0,0.0,0.0,146.0,,181.0,0.0,1.0,233.0,0.0,0.0,0.0,0.0,81.0,0.0,17.0,0.0,15.0,0.0,0.3333333333,123.4692474114573,-0.4030494240936121,low
BBB,2014J,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-60.0,,262,2.0,22.5,44.0,54.55,350,17,405.0592565366027,0.0,0.0,12.0,1.0,81.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,84.0,0.0,35.0,0.0,18.0,0.0,0.3333333333,18.674781485338507,1.2170864253781255,high
BBB,2014J,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-30.0,,262,2.0,28.5,56.0,52.4,431,36,0.0,0.0,0.0,7.0,,95.0,0.0,1.0,147.0,0.0,0.0,0.0,0.0,127.0,0.0,32.0,0.0,20.0,2.0,0.3333333333,3.432983419219868,0.2655956599799969,mid
BBB,2014J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,-31.0,,262,2.0,77.5,55.0,65.6,275,22,0.0,0.0,0.0,0.0,5.0,55.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,16.0,5.0,0.3333333333,2.0070465264411967,0.0684268500806827,low
BBB,2014J,F,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction,-127.0,,262,2.0,40.5,80.0,88.25,3666,98,0.0,0.0,,1715.0,4.0,1098.0,0.0,1.0,594.0,0.0,0.0,0.0,0.0,132.0,0.0,66.0,0.0,52.0,4.0,0.3333333333,1681.6240824282288,0.6669185953854513,low
BBB,2014J,F,London Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,-63.0,,262,2.0,79.0,58.0,58.6,717,43,0.0,0.0,0.0,55.0,4.0,124.0,0.0,1.0,316.0,0.0,0.0,0.0,0.0,119.0,0.0,64.0,0.0,32.0,2.0,0.3333333333,47.68040088853993,-0.479672441058864,low
BBB,2014J,F,Scotland,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,-37.0,,262,2.0,92.5,85.0,83.65,687,35,0.0,0.0,,69.0,3.0,193.0,0.0,9.0,206.0,0.0,0.0,0.0,0.0,46.0,0.0,44.0,0.0,113.0,4.0,0.3333333333,72.47178159354377,-0.1497304947994437,low
BBB,2014J,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-161.0,,262,2.0,97.5,95.0,92.65,852,43,0.0,0.0,0.0,317.0,9.0,143.0,0.0,13.0,128.0,0.0,0.0,0.0,0.0,115.0,0.0,76.0,0.0,51.0,0.0,0.3333333333,317.966441935829,-0.5627905605345042,high
BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-39.0,,262,2.0,95.0,90.0,73.85,178,10,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,40.0,0.0,13.0,0.0,6.0,0.0,0.3333333333,1.0976332965964124,-0.8269319841851972,mid
BBB,2014J,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-155.0,,262,2.0,81.5,63.0,70.2,355,30,0.0,0.0,0.0,36.0,,107.0,0.0,5.0,102.0,0.0,0.0,0.0,0.0,73.0,0.0,16.0,0.0,13.0,3.0,0.3333333333,31.26899634845996,-1.854155354736828,mid
BBB,2014J,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Distinction,-131.0,,262,2.0,44.0,87.0,87.65,820,53,0.0,0.0,,246.0,,178.0,0.0,2.0,284.0,0.0,0.0,0.0,0.0,58.0,0.0,15.0,0.0,29.0,3.0,0.3333333333,235.59418752792425,-0.3273462347115098,mid
BBB,2014J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-25.0,,262,2.0,29.5,58.0,75.25,272,10,0.0,0.0,0.0,7.0,,73.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,80.0,0.0,11.0,0.0,8.0,0.0,0.3333333333,17.281939114637765,0.4392903404309439,low
BBB,2014J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-142.0,,262,2.0,80.0,60.0,64.2,746,16,0.0,0.0,,77.0,2.0,142.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,122.0,0.0,27.0,0.0,50.0,5.0,0.3333333333,68.32129729089958,0.3672934180164915,mid
BBB,2014J,F,Yorkshire Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-163.0,,262,2.0,79.0,58.0,73.7,694,47,0.0,0.0,,30.0,0.0,199.0,0.0,1.0,318.0,0.0,0.0,0.0,0.0,52.0,0.0,44.0,0.0,50.0,0.0,0.3333333333,41.972332452123474,-0.4195660917634675,low
BBB,2014J,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-128.0,,262,2.0,84.5,69.0,79.2,1892,56,0.0,0.0,0.0,1300.0,,220.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,29.0,0.0,23.0,0.0,63.0,3.0,0.3333333333,1274.411298241148,1.3107376457152664,low
BBB,2014J,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-66.0,,262,2.0,90.0,80.0,56.75,524,20,0.0,0.0,,4.0,,65.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,40.0,0.0,54.0,0.0,38.0,1.0,0.3333333333,6.802861286651828,-0.8753765270717175,low
BBB,2014J,F,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,-45.0,,262,2.0,86.0,72.0,66.7,608,28,0.0,0.0,0.0,111.0,2.0,149.0,0.0,2.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,13.0,1.0,0.3333333333,100.59407378294055,0.5346557579147174,mid
BBB,2014J,F,East Anglian Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-147.0,,262,2.0,84.0,68.0,66.45,818,64,0.0,0.0,,81.0,8.0,173.0,0.0,6.0,360.0,0.0,0.0,0.0,0.0,108.0,0.0,16.0,0.0,62.0,4.0,0.3333333333,84.00145716342574,-0.4321227956946292,mid
BBB,2014J,F,West Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail,-113.0,,262,2.0,80.0,60.0,61.15,297,22,0.0,0.0,0.0,70.0,6.0,80.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,0.0,14.0,2.0,0.3333333333,64.83488379589048,0.302352143664661,high
BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-87.0,,262,2.0,32.5,64.0,52.7,4,2,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333,6.775662049598307,1.1557934836035215,mid
BBB,2014J,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-74.0,,262,2.0,82.0,64.0,81.05,78,10,0.0,0.0,,9.0,,28.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,8.0,1.0,0.3333333333,13.456300494006172,-0.0403625015377367,mid
BBB,2014J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-162.0,,262,2.0,30.5,60.0,68.55,692,30,0.0,0.0,0.0,85.0,0.0,87.0,0.0,1.0,395.0,0.0,0.0,0.0,0.0,77.0,0.0,20.0,0.0,25.0,2.0,0.3333333333,84.83191509340446,-1.473262133357847,mid
BBB,2014J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,-160.0,,262,2.0,85.0,70.0,63.33333333,26,2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.3333333333,-1.0227613739896313,-1.1867569011863863,mid
BBB,2014J,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-122.0,,262,2.0,84.0,68.0,72.2,81,8,0.0,0.0,,18.0,2.0,31.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.3333333333,10.719708271299131,-0.1940677489704357,mid
BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-154.0,,262,2.0,33.0,65.0,75.15,33,3,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.3333333333,-17.047245040649386,0.5764685144087068,low
